,input_ids,question,question_raw,references,mapping,top_k_logprobs
852,id_trial1_n354,"Question: Thinking about environmental research scientists, how often would you say they do a good job conducting research
","Question: Thinking about environmental research scientists, how often would you say they do a good job conducting research
A. All or most of time
B. Some of the time
C. Only a little of the time
D. None of the time
E. Refused
Answer:","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","{'A': 'All or most of time', 'B': 'Some of the time', 'C': 'Only a little of the time', 'D': 'None of the time', 'E': 'Refused'}","{' B': -0.5916022062301636, ' A': -1.7166022062301636, ' E': -1.8416022062301636, ' C': -3.154102325439453, ' ?\n\n': -4.529102325439453, ' Option': -5.029102325439453, ' I': -5.029102325439453, ' D': -5.529102325439453, ' option': -5.904102325439453, ' ?\n': -6.029102325439453}"
853,id_trial1_n355,"Question: How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Reducing illegal immigration
","Question: How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Reducing illegal immigration
A. A great deal
B. A fair amount
C. Not too much
D. Nothing at all
E. Refused
Answer:","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']","{'A': 'A great deal', 'B': 'A fair amount', 'C': 'Not too much', 'D': 'Nothing at all', 'E': 'Refused'}","{' B': -0.9680680632591248, ' E': -1.5930681228637695, ' A': -1.5930681228637695, ' C': -2.2180681228637695, ' ?\n\n': -4.0305681228637695, ' D': -4.5305681228637695, ' Option': -4.7805681228637695, ' ?\n': -4.9055681228637695, ' ': -5.5930681228637695, ' I': -5.5930681228637695}"
854,id_trial1_n356,"Question: In general, how do you think being approachable impacts a woman's chances of getting elected to high political office?
","Question: In general, how do you think being approachable impacts a woman's chances of getting elected to high political office?
A. Mostly helps a woman's chances
B. Mostly hurts a woman's chances
C. Doesn't make much of a difference
D. Refused
Answer:","[""Mostly helps a woman's chances"", ""Mostly hurts a woman's chances"", ""Doesn't make much of a difference"", 'Refused']","{'A': ""Mostly helps a woman's chances"", 'B': ""Mostly hurts a woman's chances"", 'C': ""Doesn't make much of a difference"", 'D': 'Refused'}","{' A': -0.3820633888244629, ' C': -1.882063388824463, ' B': -2.257063388824463, ' D': -3.882063388824463, ' Option': -4.382063388824463, ' I': -5.632063388824463, ' ?\n\n': -6.007063388824463, ' option': -6.069563388824463, ' The': -6.257063388824463, ' According': -6.507063388824463}"
855,id_trial1_n357,"Question: For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women aren't encouraged to pursue leadership positions from an early age
","Question: For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women aren't encouraged to pursue leadership positions from an early age
A. Major reason
B. Minor reason
C. Not a reason
D. Refused
Answer:","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","{'A': 'Major reason', 'B': 'Minor reason', 'C': 'Not a reason', 'D': 'Refused'}","{' A': -0.9273133277893066, ' B': -1.1773133277893066, ' C': -1.4273133277893066, ' D': -3.8023133277893066, ' ?\n\n': -5.177313327789307, ' I': -6.114813327789307, ' Not': -6.177313327789307, ' ...': -6.427313327789307, ' Option': -6.677313327789307, ' \n\n': -6.802313327789307}"
856,id_trial1_n358,"Question: Generally speaking, would you say that
","Question: Generally speaking, would you say that
A. Most people can be trusted
B. Most people cannot be trusted
C. Refused
Answer:","['Most people can be trusted', 'Most people cannot be trusted', 'Refused']","{'A': 'Most people can be trusted', 'B': 'Most people cannot be trusted', 'C': 'Refused'}","{' A': -0.8155268430709839, ' C': -1.5655268430709839, ' B': -1.8155268430709839, ' ?\n\n': -2.5655269622802734, ' __': -4.565526962280273, ' ?\n': -4.940526962280273, ' The': -5.065526962280273, ' (': -5.253026962280273, '\xa0': -5.690526962280273, ' Option': -5.690526962280273}"
857,id_trial1_n359,"Question: How much made-up news and information do you think is created about entertainment and celebrities topics?
","Question: How much made-up news and information do you think is created about entertainment and celebrities topics?
A. A lot
B. Some
C. Not much
D. None
E. Refused
Answer:","['A lot', 'Some', 'Not much', 'None', 'Refused']","{'A': 'A lot', 'B': 'Some', 'C': 'Not much', 'D': 'None', 'E': 'Refused'}","{' A': -0.3941269814968109, ' C': -2.1441268920898438, ' E': -2.2691268920898438, ' B': -2.8941268920898438, ' ?\n\n': -4.394126892089844, ' Not': -5.394126892089844, ' D': -5.519126892089844, ' Option': -5.894126892089844, ' I': -6.019126892089844, ' ?\n': -6.269126892089844}"
858,id_trial1_n360,"Question: When it comes to sexual harassment and sexual assault today, how much of a problem, if at all, would you say women not being believed when they claim that they have experienced sexual harassment or assault is?
","Question: When it comes to sexual harassment and sexual assault today, how much of a problem, if at all, would you say women not being believed when they claim that they have experienced sexual harassment or assault is?
A. Major problem
B. Minor problem
C. Not a problem
D. Refused
Answer:","['Major problem', 'Minor problem', 'Not a problem', 'Refused']","{'A': 'Major problem', 'B': 'Minor problem', 'C': 'Not a problem', 'D': 'Refused'}","{' A': -0.7383856177330017, ' D': -1.4883856773376465, ' B': -2.0508856773376465, ' C': -2.3008856773376465, ' Option': -4.8008856773376465, ' I': -5.2383856773376465, ' According': -5.7383856773376465, ' ?\n\n': -5.8008856773376465, ' The': -5.8008856773376465, ' option': -5.9258856773376465}"
859,id_trial1_n361,"Question: When you started living with your partner did you think about it as a step toward marriage?
","Question: When you started living with your partner did you think about it as a step toward marriage?
A. Yes, thought of it as a step toward marriage
B. No, did not think of it as a step toward marriage
C. Refused
Answer:","['Yes, thought of it as a step toward marriage', 'No, did not think of it as a step toward marriage', 'Refused']","{'A': 'Yes, thought of it as a step toward marriage', 'B': 'No, did not think of it as a step toward marriage', 'C': 'Refused'}","{' C': -0.6378322839736938, ' B': -2.0128321647644043, ' A': -2.0128321647644043, ' Option': -2.2628321647644043, ' option': -4.512832164764404, ' (': -4.887832164764404, ' The': -5.012832164764404, ' ?\n\n': -5.325332164764404, ' [': -5.325332164764404, ' I': -5.637832164764404}"
860,id_trial1_n362,"Question: How much of a priority should the following be for the federal government to address: Reducing illegal immigration
","Question: How much of a priority should the following be for the federal government to address: Reducing illegal immigration
A. A top priority
B. Important, but lower priority
C. Not too important
D. Should not be done
E. Refused
Answer:","['A top priority', 'Important, but lower priority', 'Not too important', 'Should not be done', 'Refused']","{'A': 'A top priority', 'B': 'Important, but lower priority', 'C': 'Not too important', 'D': 'Should not be done', 'E': 'Refused'}","{' A': -0.27526095509529114, ' B': -2.4627609252929688, ' E': -3.1502609252929688, ' C': -3.3377609252929688, ' Option': -4.400260925292969, ' The': -5.150260925292969, ' D': -5.275260925292969, ' ?\n\n': -5.525260925292969, ' Let': -6.025260925292969, ' ': -6.150260925292969}"
861,id_trial1_n363,"Question: How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Eliminating college debt
","Question: How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Eliminating college debt
A. A great deal
B. A fair amount
C. Not too much
D. Nothing at all
E. Refused
Answer:","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']","{'A': 'A great deal', 'B': 'A fair amount', 'C': 'Not too much', 'D': 'Nothing at all', 'E': 'Refused'}","{' B': -0.8485811948776245, ' E': -1.2235811948776245, ' A': -1.8485811948776245, ' C': -3.286081314086914, ' ?\n\n': -4.723581314086914, ' D': -4.973581314086914, ' Option': -5.286081314086914, ' I': -5.348581314086914, ' ?\n': -5.348581314086914, ' F': -5.786081314086914}"
862,id_trial1_n364,"Question: Thinking about the community where you live, do you wish your community was
","Question: Thinking about the community where you live, do you wish your community was
A. More racially mixed
B. Less racially mixed
C. About as racially mixed as it is
D. Refused
Answer:","['More racially mixed', 'Less racially mixed', 'About as racially mixed as it is', 'Refused']","{'A': 'More racially mixed', 'B': 'Less racially mixed', 'C': 'About as racially mixed as it is', 'D': 'Refused'}","{' B': -0.8892117142677307, ' C': -1.514211654663086, ' A': -2.014211654663086, ' D': -2.264211654663086, ' I': -3.264211654663086, ' ?\n\n': -4.451711654663086, ' Why': -5.139211654663086, ' The': -5.264211654663086, ' __': -5.514211654663086, '________': -5.764211654663086}"
863,id_trial1_n365,"Question: Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in by the criminal justice system situations?
","Question: Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in by the criminal justice system situations?
A. Black people are treated less fairly than white people
B. White people are treated less fairly than black people
C. Both are treated about equally
D. Refused
Answer:","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']","{'A': 'Black people are treated less fairly than white people', 'B': 'White people are treated less fairly than black people', 'C': 'Both are treated about equally', 'D': 'Refused'}","{' C': -1.1551201343536377, ' A': -1.1551201343536377, ' D': -2.0301201343536377, ' B': -3.3426201343536377, ' Option': -3.5926201343536377, ' The': -3.6551201343536377, ' \n\n': -4.092619895935059, ' ': -4.217619895935059, ' E': -4.717619895935059, ' \n': -4.717619895935059}"
864,id_trial1_n366,"Question: How much, if anything, do you know about what medical research scientists do?
","Question: How much, if anything, do you know about what medical research scientists do?
A. A lot
B. A little
C. Nothing at all
D. Refused
Answer:","['A lot', 'A little', 'Nothing at all', 'Refused']","{'A': 'A lot', 'B': 'A little', 'C': 'Nothing at all', 'D': 'Refused'}","{' C': -0.9080824255943298, ' A': -1.7830824851989746, ' B': -1.9080824851989746, ' ?\n\n': -2.1580824851989746, ' D': -2.2830824851989746, ' Option': -4.408082485198975, ' ?\n': -4.470582485198975, ' I': -5.595582485198975, ' option': -6.095582485198975, ' (': -6.470582485198975}"
865,id_trial1_n367,"Question: Overall, how does being Native American affect people's ability to get ahead in our country these days?
","Question: Overall, how does being Native American affect people's ability to get ahead in our country these days?
A. Helps a lot
B. Helps a little
C. Hurts a little
D. Hurts a lot
E. Neither helps nor hurts
F. Refused
Answer:","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']","{'A': 'Helps a lot', 'B': 'Helps a little', 'C': 'Hurts a little', 'D': 'Hurts a lot', 'E': 'Neither helps nor hurts', 'F': 'Refused'}","{' E': -1.2952674627304077, ' A': -1.2952674627304077, ' B': -2.1702675819396973, ' ?\n\n': -2.7327675819396973, ' C': -2.9827675819396973, ' F': -2.9827675819396973, ' D': -3.4827675819396973, ' To': -3.7327675819396973, ' Option': -4.107767581939697, ' The': -4.732767581939697}"
866,id_trial1_n368,"Question: How much, if at all, do you worry about the following happening to you? Being the victim of a violent crime
","Question: How much, if at all, do you worry about the following happening to you? Being the victim of a violent crime
A. Worry a lot
B. Worry a little
C. Do not worry at all
D. Refused
Answer:","['Worry a lot', 'Worry a little', 'Do not worry at all', 'Refused']","{'A': 'Worry a lot', 'B': 'Worry a little', 'C': 'Do not worry at all', 'D': 'Refused'}","{' C': -0.8789146542549133, ' A': -1.1289145946502686, ' B': -2.0039145946502686, ' D': -3.3789145946502686, ' ?\n\n': -3.6914145946502686, ' Option': -4.441414833068848, ' I': -5.441414833068848, ' ?\n': -5.441414833068848, ' ': -6.003914833068848, ' option': -6.003914833068848}"
867,id_trial1_n369,"Question: Still thinking about the future of our country, how worried are you, if at all, about the moral values of Americans?
","Question: Still thinking about the future of our country, how worried are you, if at all, about the moral values of Americans?
A. Very worried
B. Fairly worried
C. Not too worried
D. Not at all worried
E. Refused
Answer:","['Very worried', 'Fairly worried', 'Not too worried', 'Not at all worried', 'Refused']","{'A': 'Very worried', 'B': 'Fairly worried', 'C': 'Not too worried', 'D': 'Not at all worried', 'E': 'Refused'}","{' E': -1.3971079587936401, ' C': -1.3971079587936401, ' B': -1.8971079587936401, ' A': -1.8971079587936401, ' D': -2.0221080780029297, ' ?\n\n': -3.9596080780029297, ' Option': -4.39710807800293, ' ?\n': -4.89710807800293, ' Not': -5.89710807800293, ' option': -6.08460807800293}"
868,id_trial1_n370,"Question: Thinking about the adults in your life, who is the person you feel closest to?
","Question: Thinking about the adults in your life, who is the person you feel closest to?
A. Your spouse
B. Your partner or boyfriend or girlfriend
C. An adult child
D. A sibling
E. Your mother
F. Your father
G. A friend
H. Another A family member
I. Someone else
J. Refused
Answer:","['Your spouse', 'Your partner or boyfriend or girlfriend', 'An adult child', 'A sibling', 'Your mother', 'Your father', 'A friend', 'Another A family member', 'Someone else', 'Refused']","{'A': 'Your spouse', 'B': 'Your partner or boyfriend or girlfriend', 'C': 'An adult child', 'D': 'A sibling', 'E': 'Your mother', 'F': 'Your father', 'G': 'A friend', 'H': 'Another A family member', 'I': 'Someone else', 'J': 'Refused'}","{' B': -1.2967309951782227, ' A': -1.4217309951782227, ' J': -1.6717309951782227, ' C': -2.5467309951782227, ' I': -3.4217309951782227, ' G': -3.4842309951782227, ' F': -3.5467309951782227, ' E': -3.9842309951782227, ' H': -4.484230995178223, ' __': -4.859230995178223}"
869,id_trial1_n371,"Question: Please indicate whether this is a reason why you think the higher education system in the U.S. is going in the wrong direction. Professors are bringing their political and social views into the classroom
","Question: Please indicate whether this is a reason why you think the higher education system in the U.S. is going in the wrong direction. Professors are bringing their political and social views into the classroom
A. Major reason
B. Minor reason
C. Not a reason
D. Refused
Answer:","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","{'A': 'Major reason', 'B': 'Minor reason', 'C': 'Not a reason', 'D': 'Refused'}","{' A': -0.5787750482559204, ' B': -1.5787750482559204, ' C': -1.7037750482559204, ' D': -3.578774929046631, ' ?\n\n': -5.578774929046631, ' I': -5.953774929046631, ' Option': -5.953774929046631, ' Not': -6.953774929046631, ' ?\n': -7.328774929046631, ' The': -7.391274929046631}"
870,id_trial1_n372,"Question: How much of a problem was gun violence in the community where you spent the majority of time when you were growing up?
","Question: How much of a problem was gun violence in the community where you spent the majority of time when you were growing up?
A. A very big problem
B. A moderately big problem
C. A small problem
D. Not a problem at all
E. Refused
Answer:","['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all', 'Refused']","{'A': 'A very big problem', 'B': 'A moderately big problem', 'C': 'A small problem', 'D': 'Not a problem at all', 'E': 'Refused'}","{' E': -0.901819109916687, ' A': -1.339319109916687, ' B': -2.2143192291259766, ' C': -2.8393192291259766, ' Option': -3.7143192291259766, ' The': -4.214319229125977, ' D': -4.276819229125977, ' ?\n\n': -4.651819229125977, ' ': -4.714319229125977, ' I': -4.901819229125977}"
871,id_trial1_n373,"Question: How often, if ever, did you go shooting or to a gun range when you were growing up?
","Question: How often, if ever, did you go shooting or to a gun range when you were growing up?
A. Often
B. Sometimes
C. Hardly ever
D. Never
E. Refused
Answer:","['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']","{'A': 'Often', 'B': 'Sometimes', 'C': 'Hardly ever', 'D': 'Never', 'E': 'Refused'}","{' C': -0.8499314785003662, ' E': -1.3499314785003662, ' B': -2.037431478500366, ' A': -2.599931478500366, ' Option': -3.537431478500366, ' ?\n\n': -4.412431716918945, ' D': -4.474931716918945, ' F': -4.974931716918945, ' option': -5.287431716918945, ' __': -5.599931716918945}"
872,id_trial1_n374,"Question: How often, if ever, do you and your partner talk about getting married?
","Question: How often, if ever, do you and your partner talk about getting married?
A. Often
B. Sometimes
C. Rarely
D. Never
E. Refused
Answer:","['Often', 'Sometimes', 'Rarely', 'Never', 'Refused']","{'A': 'Often', 'B': 'Sometimes', 'C': 'Rarely', 'D': 'Never', 'E': 'Refused'}","{' E': -1.1260135173797607, ' B': -1.2510135173797607, ' C': -1.6260135173797607, ' A': -2.5010135173797607, ' D': -3.4385135173797607, ' Option': -3.6260135173797607, ' ?\n\n': -5.50101375579834, ' F': -5.75101375579834, ' option': -5.87601375579834, ' (': -6.00101375579834}"
873,id_trial1_n375,"Question: Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women in politics face gender discrimination
","Question: Please indicate whether you think the following is is a reason why there are fewer women than men in high political offices. Women in politics face gender discrimination
A. Major reason
B. Minor reason
C. Not a reason
D. Refused
Answer:","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","{'A': 'Major reason', 'B': 'Minor reason', 'C': 'Not a reason', 'D': 'Refused'}","{' A': -0.3051951229572296, ' B': -2.3051950931549072, ' C': -2.3051950931549072, ' D': -3.8051950931549072, ' ?\n\n': -4.180195331573486, ' ?\n': -5.930195331573486, ' I': -6.305195331573486, ' Option': -6.305195331573486, ' ': -6.930195331573486, ' Not': -6.930195331573486}"
874,id_trial1_n376,"Question: In general, do you think most people who live in rural areas have values that are
","Question: In general, do you think most people who live in rural areas have values that are
A. Very similar to your values
B. Somewhat similar to your values
C. Somewhat different from your values
D. Very different from your values
E. Refused
Answer:","['Very similar to your values', 'Somewhat similar to your values', 'Somewhat different from your values', 'Very different from your values', 'Refused']","{'A': 'Very similar to your values', 'B': 'Somewhat similar to your values', 'C': 'Somewhat different from your values', 'D': 'Very different from your values', 'E': 'Refused'}","{' E': -0.9417403340339661, ' A': -1.8167402744293213, ' B': -1.8792402744293213, ' C': -2.3167402744293213, ' D': -3.7542402744293213, ' ?\n\n': -3.7542402744293213, ' To': -3.8167402744293213, ' ': -4.1292405128479, ' Option': -4.3167405128479, ' The': -4.8167405128479}"
875,id_trial1_n377,"Question: This next question is about friends and family you do not live with. During the last twelve months, how often did you see or hear from friends or family, whether in-person or not?
","Question: This next question is about friends and family you do not live with. During the last twelve months, how often did you see or hear from friends or family, whether in-person or not?
A. Basically every day
B. A few times a week
C. A few times a month
D. Once a month
E. Less than once a month
F. Not at all
G. Refused
Answer:","['Basically every day', 'A few times a week', 'A few times a month', 'Once a month', 'Less than once a month', 'Not at all', 'Refused']","{'A': 'Basically every day', 'B': 'A few times a week', 'C': 'A few times a month', 'D': 'Once a month', 'E': 'Less than once a month', 'F': 'Not at all', 'G': 'Refused'}","{' G': -1.2827904224395752, ' A': -2.345290422439575, ' C': -2.470290422439575, ' E': -2.532790422439575, ' F': -2.720290422439575, ' [': -2.845290422439575, ' B': -2.907790422439575, ' Please': -3.657790422439575, ' ?\n\n': -3.720290422439575, ' __': -3.782790422439575}"
876,id_trial1_n378,"Question: How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Eliminating college debt
","Question: How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Eliminating college debt
A. A great deal
B. A fair amount
C. Not too much
D. Nothing at all
E. Refused
Answer:","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']","{'A': 'A great deal', 'B': 'A fair amount', 'C': 'Not too much', 'D': 'Nothing at all', 'E': 'Refused'}","{' B': -0.8485811948776245, ' E': -1.2235811948776245, ' A': -1.8485811948776245, ' C': -3.286081314086914, ' ?\n\n': -4.723581314086914, ' D': -4.973581314086914, ' Option': -5.286081314086914, ' I': -5.348581314086914, ' ?\n': -5.348581314086914, ' F': -5.786081314086914}"
877,id_trial1_n379,"Question: Thinking about long-range foreign policy goals, how much priority, if any, do you think maintaining the US military advantage over all other countries should be given?
","Question: Thinking about long-range foreign policy goals, how much priority, if any, do you think maintaining the US military advantage over all other countries should be given?
A. Top priority
B. Some priority
C. No priority
D. Refused
Answer:","['Top priority', 'Some priority', 'No priority', 'Refused']","{'A': 'Top priority', 'B': 'Some priority', 'C': 'No priority', 'D': 'Refused'}","{' A': -1.089264154434204, ' B': -1.339264154434204, ' C': -1.339264154434204, ' D': -2.714264154434204, ' ?\n\n': -4.776763916015625, ' The': -4.901763916015625, ' I': -4.964263916015625, ' Option': -5.276763916015625, ' According': -5.964263916015625, ' (': -6.214263916015625}"
878,id_trial1_n380,"Question: How likely is it that genetically modified foods will lead to more affordably-priced food
","Question: How likely is it that genetically modified foods will lead to more affordably-priced food
A. Very likely
B. Fairly likely
C. Not too likely
D. Not at all likely
E. Refused
Answer:","['Very likely', 'Fairly likely', 'Not too likely', 'Not at all likely', 'Refused']","{'A': 'Very likely', 'B': 'Fairly likely', 'C': 'Not too likely', 'D': 'Not at all likely', 'E': 'Refused'}","{' C': -0.7830616235733032, ' E': -1.6580616235733032, ' B': -1.9705616235733032, ' Option': -2.9705615043640137, ' A': -3.1580615043640137, ' ?\n\n': -3.4080615043640137, ' D': -3.5955615043640137, ' Not': -5.033061504364014, ' option': -5.095561504364014, ' ?\n': -5.220561504364014}"
879,id_trial1_n381,"Question: Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Healthcare system
","Question: Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Healthcare system
A. The best
B. Above average
C. Average
D. Below average
E. The worst
F. Refused
Answer:","['The best', 'Above average', 'Average', 'Below average', 'The worst', 'Refused']","{'A': 'The best', 'B': 'Above average', 'C': 'Average', 'D': 'Below average', 'E': 'The worst', 'F': 'Refused'}","{' A': -0.7506536841392517, ' The': -1.8131537437438965, ' B': -2.1881537437438965, ' ?\n\n': -3.6881537437438965, ' US': -3.8131537437438965, ' For': -3.8756537437438965, ' I': -4.1256537437438965, ' E': -4.2506537437438965, ' \n\n': -4.2506537437438965, ' C': -4.8131537437438965}"
880,id_trial1_n382,"Question: How much, if at all, do you worry about the following happening to you? Being the victim of a terrorist attack
","Question: How much, if at all, do you worry about the following happening to you? Being the victim of a terrorist attack
A. Worry a lot
B. Worry a little
C. Do not worry at all
D. Refused
Answer:","['Worry a lot', 'Worry a little', 'Do not worry at all', 'Refused']","{'A': 'Worry a lot', 'B': 'Worry a little', 'C': 'Do not worry at all', 'D': 'Refused'}","{' C': -0.9241965413093567, ' A': -1.174196481704712, ' B': -1.924196481704712, ' D': -2.986696481704712, ' ?\n\n': -3.299196481704712, ' Option': -4.299196720123291, ' ?\n': -5.111696720123291, ' I': -5.924196720123291, ' ': -6.111696720123291, ' option': -6.111696720123291}"
881,id_trial1_n383,"Question: How much, if anything, would you be willing to change about how you live and work to help reduce the effects of global climate change? Would you be willing to make
","Question: How much, if anything, would you be willing to change about how you live and work to help reduce the effects of global climate change? Would you be willing to make
A. A lot of changes
B. Some changes
C. Only a few changes
D. No changes at all
E. Refused
Answer:","['A lot of changes', 'Some changes', 'Only a few changes', 'No changes at all', 'Refused']","{'A': 'A lot of changes', 'B': 'Some changes', 'C': 'Only a few changes', 'D': 'No changes at all', 'E': 'Refused'}","{' A': -1.1763769388198853, ' E': -1.3013769388198853, ' B': -1.8013769388198853, ' C': -2.4888768196105957, ' D': -3.4888768196105957, ' ?\n\n': -3.9263768196105957, ' Option': -4.113876819610596, ' I': -4.426376819610596, ' The': -4.676376819610596, '________': -5.176376819610596}"
882,id_trial1_n384,"Question: Do you think actions taken by the international community to address global climate change, such as the Paris climate agreement, will mostly
","Question: Do you think actions taken by the international community to address global climate change, such as the Paris climate agreement, will mostly
A. Benefit America's economy
B. Harm America's economy
C. Have no impact on America's economy
D. Refused
Answer:","[""Benefit America's economy"", ""Harm America's economy"", ""Have no impact on America's economy"", 'Refused']","{'A': ""Benefit America's economy"", 'B': ""Harm America's economy"", 'C': ""Have no impact on America's economy"", 'D': 'Refused'}","{' A': -0.5652267932891846, ' C': -1.4402267932891846, ' B': -2.5652267932891846, ' Option': -3.3777267932891846, ' D': -4.0652265548706055, ' I': -4.7527265548706055, ' The': -5.3152265548706055, ' Why': -5.5027265548706055, ' ?\n\n': -5.6277265548706055, ' option': -5.6902265548706055}"
883,id_trial1_n385,"Question: Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Healthcare system
","Question: Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Healthcare system
A. The best
B. Above average
C. Average
D. Below average
E. The worst
F. Refused
Answer:","['The best', 'Above average', 'Average', 'Below average', 'The worst', 'Refused']","{'A': 'The best', 'B': 'Above average', 'C': 'Average', 'D': 'Below average', 'E': 'The worst', 'F': 'Refused'}","{' A': -0.7506536841392517, ' The': -1.8131537437438965, ' B': -2.1881537437438965, ' ?\n\n': -3.6881537437438965, ' US': -3.8131537437438965, ' For': -3.8756537437438965, ' I': -4.1256537437438965, ' E': -4.2506537437438965, ' \n\n': -4.2506537437438965, ' C': -4.8131537437438965}"
884,id_trial1_n386,"Question: Overall, how much has being white/Being black/Being Hispanic/Being Asian/Your racial background helped or hurt your ability to get ahead?
","Question: Overall, how much has being white/Being black/Being Hispanic/Being Asian/Your racial background helped or hurt your ability to get ahead?
A. Helped a lot
B. Helped a little
C. Hurt a little
D. Hurt a lot
E. Neither helped nor hurt
F. Refused
Answer:","['Helped a lot', 'Helped a little', 'Hurt a little', 'Hurt a lot', 'Neither helped nor hurt', 'Refused']","{'A': 'Helped a lot', 'B': 'Helped a little', 'C': 'Hurt a little', 'D': 'Hurt a lot', 'E': 'Neither helped nor hurt', 'F': 'Refused'}","{' F': -1.6291723251342773, ' E': -1.8791723251342773, ' ': -2.8791723251342773, ' \n\n': -3.1291723251342773, ' A': -3.1916723251342773, ' ?\n\n': -3.2541723251342773, ' Please': -3.2541723251342773, ' \n': -3.4416723251342773, ' G': -3.5666723251342773, ' __': -3.8166723251342773}"
885,id_trial1_n387,"Question: Which of the following would you say you prefer for getting news?
","Question: Which of the following would you say you prefer for getting news?
A. A print newspaper
B. Radio
C. Television
D. A social media site (such as Facebook, Twitter or Snapchat)
E. A news website or app
F. Refused
Answer:","['A print newspaper', 'Radio', 'Television', 'A social media site (such as Facebook, Twitter or Snapchat)', 'A news website or app', 'Refused']","{'A': 'A print newspaper', 'B': 'Radio', 'C': 'Television', 'D': 'A social media site (such as Facebook, Twitter or Snapchat)', 'E': 'A news website or app', 'F': 'Refused'}","{' E': -1.0618301630020142, ' C': -1.8118301630020142, ' F': -2.2493300437927246, ' A': -2.3118300437927246, ' I': -3.5618300437927246, ' Please': -3.6868300437927246, ' All': -3.6868300437927246, ' The': -3.8743300437927246, ' D': -4.061830043792725, ' B': -4.061830043792725}"
886,id_trial1_n388,"Question: In general, is the gun in your home kept loaded, or not?
","Question: In general, is the gun in your home kept loaded, or not?
A. Yes, kept loaded
B. No, not kept loaded
C. Refused
Answer:","['Yes, kept loaded', 'No, not kept loaded', 'Refused']","{'A': 'Yes, kept loaded', 'B': 'No, not kept loaded', 'C': 'Refused'}","{' C': -0.871448814868927, ' A': -1.3714487552642822, ' B': -1.8714487552642822, ' ?\n\n': -3.9339487552642822, ' The': -4.058948993682861, ' Option': -4.058948993682861, ' [': -4.746448993682861, ' Given': -5.183948993682861, ' \n\n': -5.183948993682861, ' To': -5.183948993682861}"
887,id_trial1_n389,"Question: Over the next 30 years, who should be most responsible for making sure American workers have the right skills and training to get a good job?
","Question: Over the next 30 years, who should be most responsible for making sure American workers have the right skills and training to get a good job?
A. Government
B. Employers
C. The education system
D. Individuals themselves
E. Refused
Answer:","['Government', 'Employers', 'The education system', 'Individuals themselves', 'Refused']","{'A': 'Government', 'B': 'Employers', 'C': 'The education system', 'D': 'Individuals themselves', 'E': 'Refused'}","{' E': -1.0676240921020508, ' C': -1.3176240921020508, ' B': -1.7551240921020508, ' A': -1.9426240921020508, ' D': -3.942624092102051, ' The': -4.442624092102051, ' Government': -5.505124092102051, ' I': -5.942624092102051, ' Option': -6.192624092102051, ' ?\n\n': -6.192624092102051}"
888,id_trial1_n390,"Question: How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Reducing illegal immigration
","Question: How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Reducing illegal immigration
A. A great deal
B. A fair amount
C. Not too much
D. Nothing at all
E. Refused
Answer:","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']","{'A': 'A great deal', 'B': 'A fair amount', 'C': 'Not too much', 'D': 'Nothing at all', 'E': 'Refused'}","{' B': -0.9680680632591248, ' E': -1.5930681228637695, ' A': -1.5930681228637695, ' C': -2.2180681228637695, ' ?\n\n': -4.0305681228637695, ' D': -4.5305681228637695, ' Option': -4.7805681228637695, ' ?\n': -4.9055681228637695, ' ': -5.5930681228637695, ' I': -5.5930681228637695}"
